codigo_municipio,nome_municipio,ano_referencia,populacao,rad_pop,pib,estado,lat,lon
3543006,Ribeirão Branco (SP),2022,18627,966.7544908252643,445041,SP,-24.25616028309045,-48.77812300924942
3550209,São Miguel Arcanjo (SP),2022,32039,1076.3459077103146,941899,SP,-23.913919822765475,-47.99336330201139
3553500,Tapiraí (SP),2022,7996,807.6071749907265,191747,SP,-24.008721248000768,-47.619321579520374
3503901,Arujá (SP),2022,86678,1292.7588538891578,9448588,SP,-23.38600454699865,-46.31903604790028
3505708,Barueri (SP),2022,316473,1604.0205298073734,69665769,SP,-23.5052835920756,-46.87725948674533
3506607,Biritiba Mirim (SP),2022,29683,1060.555960586789,929917,SP,-23.624152696968945,-46.021335263389226
3509007,Caieiras (SP),2022,95032,1313.7673234760568,5172279,SP,-23.375915511169374,-46.74524175023975
3509205,Cajamar (SP),2022,92689,1308.0508524938432,24330164,SP,-23.351441772266046,-46.87204626079403
3510609,Carapicuíba (SP),2022,386984,1655.3752318173865,7817579,SP,-23.550055389080793,-46.84191924511463
3513009,Cotia (SP),2022,274413,1568.1024003706423,17274219,SP,-23.67512106727348,-46.9604902046255
3513801,Diadema (SP),2022,393237,1659.5024626178326,20056680,SP,-23.69723806383406,-46.61142499112255
3515004,Embu das Artes (SP),2022,250691,1545.540368128442,16591731,SP,-23.65134048908673,-46.8515355214147
3515103,Embu-Guaçu (SP),2022,66970,1234.7654482015664,1548218,SP,-23.854270789534933,-46.830648291873146
3515707,Ferraz de Vasconcelos (SP),2022,179198,1463.1918226153375,5179708,SP,-23.560992020850094,-46.37392918095018
3516309,Francisco Morato (SP),2022,165139,1443.4923923332578,2039346,SP,-23.273715897785983,-46.72353827411414
3516408,Franco da Rocha (SP),2022,144849,1412.1631496614414,5087143,SP,-23.314189342409712,-46.73576218786219
3518305,Guararema (SP),2022,31236,1071.0856013752757,1650452,SP,-23.42757891240285,-46.058577541408695
3518800,Guarulhos (SP),2022,1291771,1980.0780746806695,86373710,SP,-23.402665802464487,-46.45485159822258
3522208,Itapecerica da Serra (SP),2022,158522,1433.6826232721587,5275802,SP,-23.73719578767068,-46.8588007283035
3522505,Itapevi (SP),2022,232297,1526.65101823237,15017261,SP,-23.55095298681608,-46.96765542485719
3523107,Itaquaquecetuba (SP),2022,369275,1643.3437308492714,10755651,SP,-23.461457239347936,-46.33386149279182
3525003,Jandira (SP),2022,118045,1363.9486431049968,5752533,SP,-23.54415112474869,-46.89968607451248
3526209,Juquitiba (SP),2022,27404,1044.166032402946,623226,SP,-23.95520195512125,-47.02463317720113
3528502,Mairiporã (SP),2022,93853,1310.9070693483293,2484184,SP,-23.31725236733983,-46.56126352066756
3529401,Mauá (SP),2022,418261,1675.4353547910264,24111461,SP,-23.666159816368232,-46.44637740689659
3530607,Mogi das Cruzes (SP),2022,451505,1695.292986611651,22702759,SP,-23.569497412281894,-46.186055054452126
3534401,Osasco (SP),2022,728615,1822.203214792098,112145798,SP,-23.528771152774503,-46.78926913240558
3539103,Pirapora do Bom Jesus (SP),2022,18370,964.0243518816028,713385,SP,-23.37835654162992,-46.984914021433966
3539806,Poá (SP),2022,103765,1333.998205510327,4022935,SP,-23.530543161283948,-46.346793178061795
3543303,Ribeirão Pires (SP),2022,115559,1358.9815727283285,4665686,SP,-23.70104645471931,-46.40279284723374
3544103,Rio Grande da Serra (SP),2022,44170,1144.001612689609,1037153,SP,-23.737850343592793,-46.379459277819876
3545001,Salesópolis (SP),2022,15202,927.211513261172,271541,SP,-23.58019352240421,-45.84259458206899
3546801,Santa Isabel (SP),2022,53174,1184.0323014437004,1947788,SP,-23.288931573506833,-46.24234871356827
3547304,Santana de Parnaíba (SP),2022,154105,1426.9232952417178,12774324,SP,-23.44945254351128,-46.9168399116117
3547809,Santo André (SP),2022,748919,1829.6312126332625,36470029,SP,-23.727959728835547,-46.441621593514924
3548708,São Bernardo do Campo (SP),2022,810729,1851.147764815555,65652404,SP,-23.812937778548665,-46.550798290986215
3548807,São Caetano do Sul (SP),2022,165655,1444.2421416063066,18128059,SP,-23.626136714808784,-46.56604635924995
3550308,São Paulo (SP),2022,11451999,2641.8194638565274,945946483,SP,-23.649855126010937,-46.64800664155718
3552502,Suzano (SP),2022,307429,1596.684819806002,16866186,SP,-23.608353567628622,-46.31044003950839
3552809,Taboão da Serra (SP),2022,273542,1567.3063039038466,10975626,SP,-23.620534121486756,-46.78640295665024
3503505,Areias (SP),2022,3577,669.4970173148862,63771,SP,-22.673081003818346,-44.71236484988265
3504909,Bananal (SP),2022,9969,847.7318660250319,236093,SP,-22.73380063898285,-44.33445468200176
3513603,Cunha (SP),2022,22110,1000.7571980532796,355776,SP,-23.052765242856744,-44.941991212473454
3524907,Jambeiro (SP),2022,6397,768.0041170155753,369698,SP,-23.27927723463052,-45.710572438334346
3526308,Lagoinha (SP),2022,5083,728.2330038468938,83002,SP,-23.085791629936455,-45.20679533898975
3532306,Natividade da Serra (SP),2022,6999,783.8486173263866,120668,SP,-23.415138845234516,-45.38143092045712
3535606,Paraibuna (SP),2022,17667,956.3771607110947,364786,SP,-23.47832471279504,-45.641888773572354
3542305,Redenção da Serra (SP),2022,4494,707.3648422363066,82130,SP,-23.253652269428677,-45.52616450658401
3549607,São José do Barreiro (SP),2022,3853,681.7156484333461,66748,SP,-22.748869699405596,-44.58724587490492
3550001,São Luiz do Paraitinga (SP),2022,10337,854.4201440112546,220582,SP,-23.240102469749345,-45.25385565081264
3552007,Silveiras (SP),2022,6186,762.1366742558986,101329,SP,-22.734584851374965,-44.840921643002076
3502705,Apiaí (SP),2022,24585,1022.0991180019853,982326,SP,-24.421506460961915,-48.8173697954856
3505401,Barra do Turvo (SP),2022,6876,780.712267439481,138338,SP,-24.888701405982996,-48.42698452537898
3521200,Iporanga (SP),2022,4046,689.8106476873011,65473,SP,-24.51261796457723,-48.54623374675985
3542800,Ribeira (SP),2022,3132,647.9327594774575,56194,SP,-24.607328215737358,-49.036555316337775
3509908,Cananéia (SP),2022,12289,886.6971577302925,286747,SP,-25.01833174138093,-48.008424440307856
3514809,Eldorado (SP),2022,13069,898.3245163447232,309186,SP,-24.49491338476636,-48.23354962819933
3520301,Iguape (SP),2022,29115,1056.580215871249,2376543,SP,-24.549485285716415,-47.47416988963721
3524600,Jacupiranga (SP),2022,16097,938.2611632634893,579595,SP,-24.77726343910599,-48.05382120972228
3526100,Juquiá (SP),2022,17154,950.6223990041007,379655,SP,-24.21360941580348,-47.65222497246099
3529906,Miracatu (SP),2022,18553,965.9718669780709,471306,SP,-24.194993547731595,-47.39459904375369
3536208,Pariquera-Açu (SP),2022,19233,973.0604866918594,661857,SP,-24.67822968366353,-47.85007447480966
3542602,Registro (SP),2022,59947,1210.267560639883,2726881,SP,-24.503986381653494,-47.82070795589346
3551801,Sete Barras (SP),2022,12730,893.3494841735233,363320,SP,-24.273862127720307,-47.93411469496625
3513504,Cubatão (SP),2022,112476,1352.6841730704023,28715658,SP,-23.86589309149671,-46.408185135518394
3518701,Guarujá (SP),2022,287634,1579.9092542524997,11474578,SP,-23.951227713975392,-46.23523682419928
3522109,Itanhaém (SP),2022,112476,1352.6841730704023,2611455,SP,-24.09221338729268,-46.83450731078513
3523305,Itariri (SP),2022,15528,931.3022256968261,327126,SP,-24.292690676184176,-47.12812529991101
3531100,Mongaguá (SP),2022,61951,1217.5134138127223,1396444,SP,-24.070169887225617,-46.6680550382727
3537206,Pedro de Toledo (SP),2022,11281,870.6523150539664,169835,SP,-24.163655475586303,-47.1634440238609
3537602,Peruíbe (SP),2022,68352,1239.309109360798,2471440,SP,-24.279239792379517,-47.01297284520619
3541000,Praia Grande (SP),2022,349935,1629.5805923305488,9984881,SP,-24.015598300216336,-46.52271791742947
3548500,Santos (SP),2022,418608,1675.650043774679,27510857,SP,-23.868877407641182,-46.29150057675641
3551009,São Vicente (SP),2022,329911,1614.5712955521076,6746301,SP,-23.959241370205042,-46.488269284555436
3510500,Caraguatatuba (SP),2022,134873,1395.254435650431,5575378,SP,-23.639651412333762,-45.48803482525
3520400,Ilhabela (SP),2022,34934,1094.3703697635751,24913501,SP,-23.848483378992558,-45.32319960831158
3550704,São Sebastião (SP),2022,81595,1279.0531647173777,18873506,SP,-23.754285344015486,-45.60677737943077
3555406,Ubatuba (SP),2022,92981,1308.7704232293252,3218974,SP,-23.381039450937614,-45.02391183484608
3556453,Vargem Grande Paulista (SP),2022,50415,1172.4653749022289,3266317,SP,-23.620893277037737,-47.01471108312354
3503356,Arco-Íris (SP),2022,2044,581.0500571480825,62022,SP,-21.766345902940216,-50.43093434435044
3507753,Brejo Alegre (SP),2022,2565,616.1800607633116,78574,SP,-21.17653843639383,-50.209799091987726
3509957,Canas (SP),2022,4931,723.0606133658772,131852,SP,-22.73006659100753,-45.04134368791578
3515657,Fernão (SP),2022,1656,549.4012083093502,79803,SP,-22.365796508616416,-49.54237829522231
3516853,Gavião Peixoto (SP),2022,4702,714.9959355647076,1258363,SP,-21.791582522344303,-48.44786641810793
3521150,Ipiguá (SP),2022,6761,777.7345732956849,146481,SP,-20.64796772971157,-49.403527323908754
3525854,Jumirim (SP),2022,3056,643.9841253109945,237905,SP,-23.099629771333547,-47.7881262078462
3532157,Nantes (SP),2022,2660,621.9027987543329,156852,SP,-22.596888952126694,-51.20088344920192
3532868,Nova Castilho (SP),2022,1062,485.5175864455537,63340,SP,-20.777820138914045,-50.34576207719032
3534757,Ouroeste (SP),2022,10294,853.6496902153,608636,SP,-19.922420530288747,-50.40197643590097
3536570,Paulistânia (SP),2022,2090,584.4479179092615,52259,SP,-22.56841364888782,-49.305512586089435
3540853,Pracinha (SP),2022,2578,616.9739892604763,36227,SP,-21.83749760916369,-51.07518625721376
3541059,Pratânia (SP),2022,5126,729.6714622043584,132255,SP,-22.818544075658387,-48.69688998415658
3541653,Quadra (SP),2022,3405,661.4569255548109,157134,SP,-23.301005920630736,-48.038602944555485
3543238,Ribeirão dos Índios (SP),2022,2025,579.6271724409747,45555,SP,-21.784231062871637,-51.58326764902735
3546256,Santa Cruz da Esperança (SP),2022,2116,586.3397977163987,61840,SP,-21.274826525780767,-47.43961549455752
3547650,Santa Salete (SP),2022,1645,548.413660176662,44240,SP,-20.25868453357927,-50.720152390728636
3553658,Taquaral (SP),2022,2619,619.4552337268499,55234,SP,-21.06928059431061,-48.39944282103705
3554755,Trabiju (SP),2022,1682,551.7130428316093,52601,SP,-22.032286491911407,-48.34513216405713
3556958,Vitória Brasil (SP),2022,1794,561.3310643182552,47829,SP,-20.198385795460734,-50.48547679642613
3500758,Alambari (SP),2022,6141,760.862432516643,133707,SP,-23.548928302652193,-47.869043978101125
3501152,Alumínio (SP),2022,17301,952.2870443781097,3594286,SP,-23.53299164845359,-47.28126714903247
3502754,Araçariguama (SP),2022,21522,995.3715574023477,5128859,SP,-23.434438728103625,-47.07239989404216
3503158,Arapeí (SP),2022,2330,601.1867810176574,47563,SP,-22.672911784563787,-44.43858802940472
3503950,Aspásia (SP),2022,1842,565.2945448074639,44377,SP,-20.18355345878262,-50.72804600271354
3505351,Barra do Chapéu (SP),2022,5179,731.4298585979885,163232,SP,-24.443769371648944,-49.085296768805925
3506359,Bertioga (SP),2022,64188,1225.3541444047219,2276073,SP,-23.759757291825398,-46.029898483903494
3507159,Bom Sucesso de Itararé (SP),2022,3555,668.4878032844042,66937,SP,-24.315946368310755,-49.16460481200054
3507456,Borebi (SP),2022,2713,625.0183669974431,81816,SP,-22.680639192920697,-48.99228644121047
3509254,Cajati (SP),2022,28515,1052.3037064673194,2228754,SP,-24.77201007084981,-48.19498569444952
3509452,Campina do Monte Alegre (SP),2022,5954,755.4770955967952,176896,SP,-23.606810429859788,-48.44205385622696
3510153,Canitar (SP),2022,6283,764.8556925195855,215548,SP,-23.0187132320497,-49.79185211160167
3513850,Dirce Reis (SP),2022,1620,546.1478154210283,81422,SP,-20.44844009121937,-50.6281365036733
3514924,Elisiário (SP),2022,3138,648.2409082411905,84550,SP,-21.161290904988302,-49.092068348619726
3514957,Embaúba (SP),2022,2323,600.7202873583773,66132,SP,-20.95289948862605,-48.84749252995153
3515129,Emilianópolis (SP),2022,3014,641.7649558187173,78918,SP,-21.800979037079657,-51.472142463525095
3515152,Engenheiro Coelho (SP),2022,19566,976.4500362384468,754022,SP,-22.487086496801833,-47.17480122408775
3515194,Espírito Santo do Turvo (SP),2022,4157,694.3137182504026,96443,SP,-22.670890435240384,-49.4329458215788
3515350,Euclides da Cunha Paulista (SP),2022,7924,805.9822480030446,134967,SP,-22.518962325867474,-52.58858405018171
3518859,Guatapará (SP),2022,7320,791.8091047504597,227822,SP,-21.453259784168075,-47.979908521370895
3519055,Holambra (SP),2022,15094,925.8389609947159,1518913,SP,-22.630261490249627,-47.06500566239606
3519071,Hortolândia (SP),2022,236641,1531.23288208853,21420797,SP,-22.878429737622042,-47.20774420449491
3519253,Iaras (SP),2022,8010,807.9216221511352,185128,SP,-22.819104763153067,-49.10683359699693
3520426,Ilha Comprida (SP),2022,13419,903.3413054729186,2303082,SP,-24.858932575797017,-47.715154277231775
3520442,Ilha Solteira (SP),2022,25549,1029.8907786633727,768553,SP,-20.43139708652482,-51.25889819834622
3522158,Itaoca (SP),2022,3422,662.2672587704504,56551,SP,-24.61789141913623,-48.83899854429916
3522653,Itapirapuã Paulista (SP),2022,4306,700.194857051177,63290,SP,-24.56896496907349,-49.22292141949696
3527256,Lourdes (SP),2022,1950,573.89482812918,43633,SP,-20.94913567117623,-50.23403644936567
3528858,Marapoama (SP),2022,3292,655.9785966276838,124020,SP,-21.255493526361867,-49.13775002278918
3529658,Mesópolis (SP),2022,1952,574.0501556099123,78852,SP,-19.957482043286493,-50.61540762119919
3532058,Motuca (SP),2022,4034,689.317340461158,132075,SP,-21.513797422952614,-48.170301175317334
3532827,Nova Campina (SP),2022,8497,818.5668515476517,229916,SP,-24.190624642508126,-48.972879983253435
3532843,Nova Canaã Paulista (SP),2022,2032,580.1527371997275,46090,SP,-20.372036177818217,-50.910559797237745
3533254,Novais (SP),2022,4412,704.270634631393,81999,SP,-20.988527877419394,-48.91797125810135
3536257,Parisi (SP),2022,2892,635.1617520532465,56107,SP,-20.271538783522114,-50.03738098714517
3537156,Pedrinhas Paulista (SP),2022,2804,630.2458113530264,203321,SP,-22.816913137760032,-50.80243085796811
3540259,Pontalinda (SP),2022,4127,693.1072048903469,97316,SP,-20.4506575972417,-50.52506736161621
3540754,Potim (SP),2022,20392,984.639036478414,333132,SP,-22.825273015805447,-45.30316502444109
3543253,Ribeirão Grande (SP),2022,7450,794.9450876135592,114005,SP,-24.18862380178135,-48.35881340849377
3544251,Rosana (SP),2022,17440,953.8494606701498,1631428,SP,-22.48915234471098,-52.836800341478096
3545159,Saltinho (SP),2022,8161,811.2824653318036,431950,SP,-22.87120860228413,-47.73181863404961
3548054,Santo Antônio do Aracanguá (SP),2022,8379,816.0383055155893,292812,SP,-20.87305720235695,-50.554416064169864
3549250,São João de Iracema (SP),2022,1846,565.6207788536482,52815,SP,-20.520801259002685,-50.35627678561127
3549953,São Lourenço da Serra (SP),2022,16067,937.8998105105929,301589,SP,-23.85239532405811,-46.93635689506191
3552551,Suzanápolis (SP),2022,3408,661.6001829934538,386090,SP,-20.47291972679364,-51.075609586230684
3553856,Taquarivaí (SP),2022,6876,780.712267439481,453976,SP,-23.94329968799886,-48.68794510795494
3553955,Tarumã (SP),2022,14882,923.118905246235,918710,SP,-22.763486915315983,-50.60140991044548
3554656,Torre de Pedra (SP),2022,2046,581.1991652861075,37807,SP,-23.250094420261437,-48.212681712233724
3554953,Tuiuti (SP),2022,6778,778.1775695820709,193508,SP,-22.830265066083488,-46.68762887020702
3555356,Ubarana (SP),2022,5365,737.4776094873716,230723,SP,-21.21974925751865,-49.748200392235105
3556354,Vargem (SP),2022,10512,857.5265123260326,183035,SP,-22.890170685608247,-46.414474817723274
3557154,Zacarias (SP),2022,2692,623.7903095689328,146668,SP,-21.125443826419367,-50.049420240812616
3557303,Estiva Gerbi (SP),2022,11295,870.8837837835268,444697,SP,-22.23607512094872,-46.943079209785985
